group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
activation_control_L20H5,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.83203125,0.010416666666666963,2.737470308939616,0.0038052163096161406
inactive_control_L21H2,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.845052083333333,-0.0026041666666660745,2.737470308939616,-0.0009513040774037919
inactive_control_L22H8,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.8125,0.029947916666666963,2.737470308939616,0.010939996890146202
inactive_control_L22H3,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.81640625,0.026041666666666963,2.737470308939616,0.00951304077404019
address_L22H7,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.385416666666667,0.2916666666666661,2.6033420562744136,0.11203547607726351
address_L21H11,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.596354166666667,0.08072916666666607,2.6033420562744136,0.031009819271385273
address_L22H10,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.627604166666667,0.049479166666666075,2.6033420562744136,0.019006018263107015
support_L20H7,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.703125,-0.026041666666666963,2.6033420562744136,-0.010003167506898662
support_L18H3,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.703125,-0.026041666666666963,2.6033420562744136,-0.010003167506898662
support_L17H10,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.703125,-0.026041666666666963,2.6033420562744136,-0.010003167506898662
support_L20H8,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.690104166666667,-0.013020833333333925,2.6033420562744136,-0.005001583753449502
support_L22H0,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.6640625,0.013020833333333037,2.6033420562744136,0.00500158375344916
support_L22H4,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.640625,0.03645833333333304,2.6033420562744136,0.014004434509657854
activation_control_L20H5,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.6015625,0.07552083333333304,2.6033420562744136,0.029009185770005677
inactive_control_L21H2,literal,1239,8192,8192,0.1,178315,630655,1,-2.0737412770589194,-4.677083333333333,-2.02193276087443,-4.677083333333333,0.0,2.6033420562744136,0.0
